,userId,movieId,rating,timestamp,title,genres,KID,year,decade,count,mean
43783,292,50872,4.0,1219625211,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
43785,292,53460,3.0,1195948574,Surf's Up (2007),Animation|Children|Comedy,YES,2007,2000,7,3.5
43794,292,58299,3.0,1293562974,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy,YES,2008,2000,8,3.4375
43798,292,59784,3.5,1293562898,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,YES,2008,2000,54,3.4444444444444446
43800,292,60069,3.5,1265680184,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
43803,292,62999,3.0,1234827000,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX,YES,2008,2000,13,3.6923076923076925
43806,292,63540,1.0,1245511234,Beverly Hills Chihuahua (2008),Adventure|Children|Comedy,YES,2008,2000,4,2.125
43807,292,63859,4.0,1245511395,Bolt (2008),Action|Adventure|Animation|Children|Comedy,YES,2008,2000,18,3.388888888888889
43811,292,65088,3.5,1245511528,Bedtime Stories (2008),Adventure|Children|Comedy,YES,2008,2000,11,3.3636363636363638
43819,292,68954,4.0,1245511196,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
43833,292,76093,4.0,1293562572,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,YES,2010,2000,53,3.943396226415094
43836,292,78499,4.0,1293562161,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,YES,2010,2000,55,4.109090909090909
43838,292,79091,3.5,1323631972,Despicable Me (2010),Animation|Children|Comedy|Crime,YES,2010,2000,38,3.6842105263157894
43850,292,81847,3.0,1306584237,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,YES,2010,2000,24,3.9166666666666665
43851,292,82169,4.0,1421974672,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,YES,2010,2000,7,3.857142857142857
43864,292,87222,3.0,1421974490,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX,YES,2011,2010,17,3.323529411764706
43885,292,95167,3.0,1421974452,Brave (2012),Action|Adventure|Animation|Children,YES,2012,2010,30,3.466666666666667
43906,292,103335,3.5,1483193986,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX,YES,2013,2010,19,3.5789473684210527
43937,293,1,3.0,1044870886,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
43945,293,1029,2.0,1044871018,Dumbo (1941),Animation|Children|Drama|Musical,YES,1941,1940,35,3.3857142857142857
43946,293,1097,2.0,1044870855,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
43958,294,2,3.0,966634189,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
43969,294,60,1.0,966634119,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,YES,1995,1990,34,3.235294117647059
43973,294,107,3.0,966634119,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,YES,1996,1990,26,3.326923076923077
43982,294,239,3.0,966597233,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,YES,1995,1990,17,3.0
43984,294,258,1.0,966634331,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,YES,1995,1990,10,2.6
44004,294,355,3.0,966596961,"Flintstones, The (1994)",Children|Comedy|Fantasy,YES,1994,1990,42,2.357142857142857
44028,294,455,1.0,966634305,Free Willy (1993),Adventure|Children|Drama,YES,1993,1990,37,2.391891891891892
44046,294,546,1.0,966634356,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1993,1990,21,2.0
44047,294,551,4.0,966595174,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
44050,294,577,1.0,966634331,Andre (1994),Adventure|Children|Drama,YES,1994,1990,4,2.125
44051,294,586,2.0,966595915,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
44053,294,588,3.0,966595748,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
44063,294,673,4.0,966596621,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
44067,294,711,2.0,966634003,Flipper (1996),Adventure|Children,YES,1996,1990,10,3.05
44074,294,810,1.0,966597109,Kazaam (1996),Children|Comedy|Fantasy,YES,1996,1990,12,2.25
44075,294,837,1.0,966595671,Matilda (1996),Children|Comedy|Fantasy,YES,1996,1990,33,3.272727272727273
44081,294,919,2.0,966633792,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
44085,294,1005,1.0,966596382,D3: The Mighty Ducks (1996),Children|Comedy,YES,1996,1990,8,2.1875
44086,294,1015,1.0,966634003,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,YES,1993,1990,20,2.95
44087,294,1018,1.0,966596184,That Darn Cat! (1965),Children|Comedy|Mystery,YES,1965,1960,6,2.4166666666666665
44090,294,1021,1.0,966596327,Angels in the Outfield (1994),Children|Comedy,YES,1994,1990,27,2.3333333333333335
44091,294,1030,2.0,966634240,Pete's Dragon (1977),Adventure|Animation|Children|Musical,YES,1977,1970,15,2.7666666666666666
44094,294,1064,2.0,966595820,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,YES,1996,1990,13,3.1538461538461537
44126,294,1367,3.0,966596621,101 Dalmatians (1996),Adventure|Children|Comedy,YES,1996,1990,47,3.074468085106383
44149,294,1566,2.0,966633881,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
44151,294,1582,1.0,966633792,Wild America (1997),Adventure|Children,YES,1997,1990,5,2.6
44153,294,1588,3.0,966596672,George of the Jungle (1997),Children|Comedy,YES,1997,1990,20,3.075
44162,294,1702,2.0,966597066,Flubber (1997),Children|Comedy|Fantasy,YES,1997,1990,16,3.0
44163,294,1707,1.0,966596355,Home Alone 3 (1997),Children|Comedy,YES,1997,1990,8,1.875
44169,294,1806,2.0,966634003,Paulie (1998),Adventure|Children|Comedy,YES,1998,1990,8,2.3125
44179,294,1919,1.0,966595886,Madeline (1998),Children|Comedy,YES,1998,1990,5,2.5
44189,294,2005,3.0,966633881,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
44198,294,2042,2.0,966596961,D2: The Mighty Ducks (1994),Children|Comedy,YES,1994,1990,6,2.5833333333333335
44199,294,2046,2.0,966634057,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,YES,1986,1980,24,3.2083333333333335
44200,294,2053,1.0,966596876,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,YES,1992,1990,20,2.05
44201,294,2054,3.0,966596382,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
44206,294,2078,4.0,966595143,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
44207,294,2081,1.0,966595386,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
44217,294,2124,3.0,966595713,"Addams Family, The (1991)",Children|Comedy|Fantasy,YES,1991,1990,38,3.289473684210526
44221,294,2142,1.0,966596804,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,YES,1991,1990,10,2.7
44224,294,2161,3.0,966634084,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,YES,1984,1980,43,3.5813953488372094
44244,294,2355,3.0,966595310,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
44290,294,2709,4.0,966596854,Muppets From Space (1999),Children|Comedy,YES,1999,1990,9,3.1666666666666665
44291,294,2720,2.0,966597129,Inspector Gadget (1999),Action|Adventure|Children|Comedy,YES,1999,1990,21,2.0952380952380953
44302,294,2798,1.0,966597308,Problem Child (1990),Children|Comedy,YES,1990,1980,12,1.5833333333333333
44319,294,2987,3.0,966633825,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
44354,294,3388,1.0,966596672,Harry and the Hendersons (1987),Children|Comedy,YES,1987,1980,11,2.5454545454545454
44355,294,3396,4.0,966595050,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,YES,1979,1970,33,3.590909090909091
44356,294,3397,4.0,966595915,"Great Muppet Caper, The (1981)",Children|Comedy,YES,1981,1980,11,3.4545454545454546
44357,294,3398,3.0,966595946,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,YES,1984,1980,15,3.3333333333333335
44359,294,3412,2.0,966633918,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,YES,1988,1980,6,3.4166666666666665
44372,294,3564,1.0,966597280,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,YES,2000,1990,12,1.625
44401,295,362,4.5,1320064434,"Jungle Book, The (1994)",Adventure|Children|Romance,YES,1994,1990,34,3.5294117647058822
44456,296,65261,5.0,1532994005,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,YES,2008,2000,11,4.0
44535,298,1,2.0,1447518257,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
44536,298,2,0.5,1450452897,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
44658,298,2005,3.5,1449756331,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
44751,298,3751,2.5,1447598141,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
44800,298,4306,2.0,1447598085,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
44813,298,4700,0.5,1449592482,"Princess Diaries, The (2001)",Children|Comedy|Romance,YES,2001,2000,27,3.037037037037037
44823,298,4886,3.0,1447598096,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
44825,298,4896,3.0,1447598132,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
44845,298,5218,2.0,1449592054,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
44859,298,5419,1.0,1447598949,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,YES,2002,2000,17,2.8529411764705883
44889,298,5971,3.0,1447518017,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,YES,1988,1980,37,3.9594594594594597
44904,298,6297,2.0,1447598932,Holes (2003),Adventure|Children|Comedy|Mystery,YES,2003,2000,20,3.425
44906,298,6338,0.5,1447599857,Daddy Day Care (2003),Children|Comedy,YES,2003,2000,6,2.3333333333333335
44907,298,6350,3.0,1447518509,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,YES,1986,1980,24,4.0625
44911,298,6377,2.5,1447559015,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
44977,298,8372,0.5,1447599718,Garfield: The Movie (2004),Animation|Children|Comedy,YES,2004,2000,5,2.3
44992,298,8907,0.5,1447599077,Shark Tale (2004),Animation|Children|Comedy,YES,2004,2000,13,2.3461538461538463
45000,298,8961,2.0,1447518268,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
45013,298,30793,1.0,1449592109,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
45019,298,32031,0.5,1447599117,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,YES,2005,2000,19,3.026315789473684
45041,298,38038,3.0,1447598541,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,YES,2005,2000,30,3.6333333333333333
45085,298,50872,2.5,1447518423,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
45186,298,65261,3.0,1447517066,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,YES,2008,2000,11,4.0
45207,298,68954,3.0,1449588972,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
45214,298,69644,0.5,1447517186,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,YES,2009,2000,14,2.607142857142857
45222,298,71264,3.0,1447517158,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,YES,2009,2000,17,3.5294117647058822
45227,298,71745,0.5,1447517172,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,YES,2009,2000,12,2.6666666666666665
45230,298,72226,1.5,1447560155,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,YES,2009,2000,18,4.083333333333333
45246,298,76093,3.0,1447518074,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,YES,2010,2000,53,3.943396226415094
45254,298,79091,2.5,1447516927,Despicable Me (2010),Animation|Children|Comedy|Crime,YES,2010,2000,38,3.6842105263157894
45281,298,84944,1.5,1447517120,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,YES,2011,2010,17,3.6176470588235294
45323,298,91094,1.0,1447517540,"Muppets, The (2011)",Children|Comedy|Musical,YES,2011,2010,10,2.6
45397,298,108932,3.0,1447599062,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,YES,2014,2010,31,3.870967741935484
45407,298,111659,1.0,1453033364,Maleficent (2014),Action|Adventure|Children|IMAX,YES,2014,2010,16,2.75
45446,298,132046,0.5,1453033069,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi,YES,2015,2010,7,2.5
45470,298,149354,0.5,1466277836,Sisters (2015),Children|Comedy,YES,2015,2010,7,2.5
45474,299,2,3.0,974620151,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
45547,301,364,3.5,1211378040,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
45563,301,837,1.0,1211376482,Matilda (1996),Children|Comedy|Fantasy,YES,1996,1990,33,3.272727272727273
45565,301,1097,4.0,1211377777,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
45583,301,2085,2.0,1211376280,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,YES,1961,1960,44,3.4318181818181817
45607,301,4306,4.0,1211377663,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
45608,301,4896,4.0,1211378854,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
45615,301,6377,4.5,1211377891,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
45621,301,8360,4.0,1211377748,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
45625,301,8961,4.0,1211377317,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
45627,301,30793,0.5,1211378770,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
45631,301,41566,2.5,1211378886,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,YES,2005,2000,62,3.443548387096774
45684,303,1097,5.0,1053303213,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
45728,304,1,5.0,881428344,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
45729,304,2,4.0,891173962,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
45733,304,13,4.0,913327439,Balto (1995),Adventure|Animation|Children,YES,1995,1990,8,3.125
45740,304,60,1.0,891174024,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,YES,1995,1990,34,3.235294117647059
45762,304,258,4.0,891174024,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,YES,1995,1990,10,2.6
45770,304,314,4.0,882785680,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,YES,1994,1990,16,3.75
45777,304,364,2.0,891172881,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
45794,304,586,4.0,891173994,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
45795,304,588,4.0,891173910,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
45799,304,595,5.0,891173910,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
45819,304,1007,3.0,891173994,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,YES,1975,1970,10,2.6
45821,304,1025,4.0,891173962,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,YES,1963,1960,25,3.58
45822,304,1028,4.0,891173962,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
45828,304,1064,3.0,891173962,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,YES,1996,1990,13,3.1538461538461537
45829,304,1073,4.0,881428302,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
45831,304,1097,5.0,891173884,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
45853,304,1302,4.0,920884238,Field of Dreams (1989),Children|Drama|Fantasy,YES,1989,1980,56,3.517857142857143
45880,304,1566,3.0,920201225,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
45895,304,1688,4.0,894151027,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,YES,1997,1990,20,3.35
45907,304,1907,4.0,920201350,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,YES,1998,1990,45,3.566666666666667
45912,304,2141,4.0,913327469,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,YES,1986,1980,18,3.1666666666666665
45914,304,2294,3.0,920201251,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,YES,1998,1990,45,3.2444444444444445
45934,304,2761,4.0,945235899,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,YES,1999,1990,39,4.051282051282051
45940,304,3114,5.0,944976429,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
45944,305,2,3.5,1460136227,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
45949,305,34,3.0,1460136295,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
45981,305,551,3.5,1460563729,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
45989,305,673,4.0,1460563812,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
46000,305,919,5.0,1460135811,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
46002,305,953,4.0,1516130661,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
46006,305,1073,5.0,1518197910,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
46110,305,2761,4.5,1518859007,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,YES,1999,1990,39,4.051282051282051
46114,305,2804,5.0,1524898025,"Christmas Story, A (1983)",Children|Comedy,YES,1983,1980,55,3.9727272727272727
46122,305,2987,4.5,1460306169,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
46142,305,3751,4.0,1518198034,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
46153,305,4016,3.5,1527234349,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,YES,2000,1990,37,3.7162162162162162
46160,305,4232,3.0,1460303377,Spy Kids (2001),Action|Adventure|Children|Comedy,YES,2001,2000,28,2.9464285714285716
46171,305,4700,3.0,1460303465,"Princess Diaries, The (2001)",Children|Comedy|Romance,YES,2001,2000,27,3.037037037037037
46174,305,4896,3.0,1518198357,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
46192,305,5971,3.5,1461792662,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,YES,1988,1980,37,3.9594594594594597
46196,305,6377,5.0,1460135607,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
46242,305,8961,3.0,1534613240,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
46268,305,38038,4.5,1518716700,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,YES,2005,2000,30,3.6333333333333333
46327,305,56171,3.0,1460136824,"Golden Compass, The (2007)",Adventure|Children|Fantasy,YES,2007,2000,18,3.111111111111111
46337,305,58299,4.0,1460304634,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy,YES,2008,2000,8,3.4375
46344,305,59784,3.5,1464434507,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,YES,2008,2000,54,3.4444444444444446
46347,305,60069,5.0,1460135747,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
46365,305,63859,3.0,1518198737,Bolt (2008),Action|Adventure|Animation|Children|Comedy,YES,2008,2000,18,3.388888888888889
46377,305,65261,5.0,1460136834,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,YES,2008,2000,11,4.0
46393,305,68954,5.0,1460221997,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
46408,305,71745,2.5,1460136943,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,YES,2009,2000,12,2.6666666666666665
46426,305,76093,4.0,1518198395,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,YES,2010,2000,53,3.943396226415094
46472,305,90866,3.0,1460303663,Hugo (2011),Children|Drama|Mystery,YES,2011,2010,18,3.75
46534,305,108932,3.0,1460365746,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,YES,2014,2010,31,3.870967741935484
46584,305,134853,2.0,1460134155,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,YES,2015,2010,43,3.813953488372093
46623,306,4306,3.0,1518380248,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
46624,306,4700,3.0,1518380619,"Princess Diaries, The (2001)",Children|Comedy|Romance,YES,2001,2000,27,3.037037037037037
46626,306,4886,3.0,1518380206,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
46628,306,5218,3.5,1518380761,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
46632,306,6377,4.0,1518380209,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
46635,306,8360,3.0,1518381034,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
46636,306,8961,3.5,1518380212,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
46643,306,50872,3.5,1518380225,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
46646,306,56152,3.5,1518380281,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,YES,2007,2000,17,3.676470588235294
46649,306,60069,5.0,1518326983,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
46651,306,63859,3.0,1518381102,Bolt (2008),Action|Adventure|Animation|Children|Comedy,YES,2008,2000,18,3.388888888888889
46655,306,68954,4.0,1518380199,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
46657,306,69644,3.0,1518381229,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,YES,2009,2000,14,2.607142857142857
46659,306,72737,2.0,1518380584,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,YES,2009,2000,12,3.75
46662,306,76093,3.0,1518380221,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,YES,2010,2000,53,3.943396226415094
46666,306,81847,4.0,1518380154,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,YES,2010,2000,24,3.9166666666666665
46667,306,84944,3.0,1518380802,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,YES,2011,2010,17,3.6176470588235294
46676,306,97225,3.5,1518380455,Hotel Transylvania (2012),Animation|Children|Comedy,YES,2012,2010,11,3.409090909090909
46678,306,98243,3.0,1518380598,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,YES,2012,2010,12,3.7916666666666665
46680,306,103335,3.5,1518380521,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX,YES,2013,2010,19,3.5789473684210527
46690,306,111659,3.5,1518380945,Maleficent (2014),Action|Adventure|Children|IMAX,YES,2014,2010,16,2.75
46701,306,130520,3.0,1518380804,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,2015,2010,8,3.25
46704,306,134853,4.0,1518380200,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,YES,2015,2010,43,3.813953488372093
46706,306,136016,4.5,1518381248,The Good Dinosaur (2015),Adventure|Animation|Children|Comedy|Fantasy,YES,2015,2010,4,3.0
46713,306,152081,4.0,1518380219,Zootopia (2016),Action|Adventure|Animation|Children|Comedy,YES,2016,2010,32,3.890625
46718,306,158813,3.0,1518380883,Alice Through the Looking Glass (2016),Adventure|Children|Fantasy,YES,2016,2010,4,2.0
46724,306,166461,4.0,1518380328,Moana (2016),Adventure|Animation|Children|Comedy|Fantasy,YES,2016,2010,10,3.45
46728,306,168418,3.5,1518381253,The Boss Baby (2017),Animation|Children|Comedy,YES,2017,2010,5,3.8
46731,306,177765,4.0,1518327001,Coco (2017),Adventure|Animation|Children,YES,2017,2010,13,3.5384615384615383
46733,307,1,4.0,1186160893,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
